"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"CONCL","REC_ID","CONCL","Record ID","CHAR","36","","True","True"
"CONCL","WDDT","CONCL","Withdrawal date","DATE","","","False","False"
"CONCL","WDRSN","CONCL","Reason for withdrawal","NUMBER","12","0","False","False"
"CONCL","WDRSNCM","CONCL","Reason for withdrawal comment","CHAR","","","False","False"
"CONCL","WDRSNPD","CONCL","Did increasing PD disability contribute to the decision to withdraw from PPMI 2?","NUMBER","1","","False","False"
"CONMED","","CONMED","Concomitant Medication Log","","","","",""
"CONMED","CMDOSE","","Dose","NUMBER","9","4","",""
"CONMED","CMDOSFRQ","","Frequency","CHAR","10","","",""
"CONMED","CMDOSU","","Units","CHAR","10","","",""
"CONMED","CMINDC","CONMED","Indication","NUMBER","12","0","False","False"
"CONMED","CMINDCCM","CONMED","Other indication comment","CHAR","","","False","False"
"CONMED","CMINDC_TEXT","","Indication","CHAR","100","","",""
"CONMED","CMTRT","CONMED","Medication","CHAR","","","False","False"
"CONMED","CNO","CONMED","Site Number","NUMBER","12","0","True","False"
"CONMED","EVENT_ID","CONMED","Visit ID","CHAR","3","","True","False"
"CONMED","EXCLMED","","Exclusionary Med flag","CHAR","1","","",""
"CONMED","INFODT","CONMED","Assessment Date","DATE","","","True","False"
"CONMED","LAST_UPDATE","CONMED","Date of most recent update to record","DATE","","","True","False"
"CONMED","ONGOING","","Ongoing","CHAR","1","","",""
"CONMED","ORIG_ENTRY","CONMED","Date of original data entry","DATE","","","True","False"
"CONMED","PAG_NAME","CONMED","Page Name","CHAR","12","","True","False"
"CONMED","PATNO","CONMED","Participant ID","NUMBER","18","0","True","False"
"CONMED","QUERY","CONMED","Any open/pending queries on this record","NUMBER","1","","False","False"
"CONMED","RECNO","","WHO RECNO","CHAR","6","","",""
"CONMED","REC_ID","CONMED","Record ID","CHAR","36","","True","True"
"CONMED","ROUTE","","Route","CHAR","1","","",""
"CONMED","SEQNO","CONMED","Sequence Number","NUMBER","12","0","True","False"
"CONMED","SEQNO1","","WHO SEQNO1","CHAR","2","","",""
"CONMED","SEQNO2","","WHO SEQNO2","CHAR","3","","",""
"CONMED","STARTDT","CONMED","Start Date","DATE","","","False","False"
"CONMED","STOPDT","CONMED","Stop Date","DATE","","","False","False"
"CONMED","TOTDDOSE","","Total Daily Dose","NUMBER","9","4","",""
"CONMED","WHODRUG","","WHO DRUG NAME","CHAR","70","","",""
"CONSENT","","CONSENT","Documentation of Informed Consent","","","","",""
"CONSENT","CNO","CONSENT","Site Number","NUMBER","12","0","True","False"
"CONSENT","DOCCNSNT","CONSENT","Documentation of informed consent for the PPMI 2.0 Clinical study.","NUMBER","1","","False","False"
"CONSENT","EVENT_ID","CONSENT","Visit ID","CHAR","3","","True","False"
"CONSENT","INFODT","CONSENT","Assessment Date","DATE","","","True","False"
"CONSENT","LAST_UPDATE","CONSENT","Date of most recent update to record","DATE","","","True","False"
"CONSENT","ORIG_ENTRY","CONSENT","Date of original data entry","DATE","","","True","False"
"CONSENT","PAG_NAME","CONSENT","Page Name","CHAR","12","","True","False"
"CONSENT","PATNO","CONSENT","Participant ID","NUMBER","18","0","True","False"
"CONSENT","QUERY","CONSENT","Any open/pending queries on this record","NUMBER","1","","False","False"
"CONSENT","REC_ID","CONSENT","Record ID","CHAR","36","","True","True"
"CONTCNSNT","","CONTCNSNT","Continuing Consent","","","","",""
"CONTCNSNT","CNO","CONTCNSNT","Site Number","NUMBER","12","0","True","False"
"CONTCNSNT","CNSTPPMI2","CONTCNSNT","Confirmed willingness to continued participation in PPMI Clinical?","NUMBER","1","","False","False"
"CONTCNSNT","CONTCNSTCOMM","CONTCNSNT","Did not confirm willingness to continue comment","CHAR","","","False","False"
"CONTCNSNT","EVENT_ID","CONTCNSNT","Visit ID","CHAR","3","","True","False"
"CONTCNSNT","INFODT","CONTCNSNT","Assessment Date","DATE","","","True","False"
"CONTCNSNT","LAST_UPDATE","CONTCNSNT","Date of most recent update to record","DATE","","","True","False"
"CONTCNSNT","OPTCNST2","CONTCNSNT","Confirmed willingness to continued participation in PPMI Clinical optional activities?","NUMBER","1","","False","False"
"CONTCNSNT","ORIG_ENTRY","CONTCNSNT","Date of original data entry","DATE","","","True","False"
"CONTCNSNT","PAG_NAME","CONTCNSNT","Page Name","CHAR","12","","True","False"
"CONTCNSNT","PATNO","CONTCNSNT","Participant ID","NUMBER","18","0","True","False"
"CONTCNSNT","QUERY","CONTCNSNT","Any open/pending queries on this record","NUMBER","1","","False","False"
"CONTCNSNT","REC_ID","CONTCNSNT","Record ID","CHAR","36","","True","True"
"COVANCE","BIRTHDT","","Birth Date","DATE","","","",""
"COVANCE","CNO","","Center Number (Site number as provided by the sponsor)","CHAR","10","","",""
"COVANCE","COLLTM","","Collection Time","TIME","","","",""
"COVANCE","EVENT_ID","","Visit Code","CHAR","16","","",""
"COVANCE","GENDER","","Gender","CHAR","1","","",""
"COVANCE","LABCODE","","Lab Code","CHAR","8","","",""
"COVANCE","LACCNO","","Lab Accession Number","CHAR","14","","",""
"COVANCE","LCOLLDT","","Collection Date","DATE","","","",""
"COVANCE","LGROUP","","Lab Group","CHAR","30","","",""
"COVANCE","LRECDT","","Date Received","DATE","","","",""
"COVANCE","LRESFLG","","Result Flag","CHAR","2","","",""
"COVANCE","LRPTDT","","Report Date","DATE","","","",""
"COVANCE","LSIHIRNG","","SI High Range","CHAR","10","","",""
"COVANCE","LSILORNG","","SI Low Range","CHAR","10","","",""
"COVANCE","LSIRES","","SI Result","CHAR","20","","",""
"COVANCE","LSIUNIT","","SI Unit","CHAR","14","","",""
"COVANCE","LTSTCODE","","Test Code","CHAR","8","","",""
"COVANCE","LTSTCOMM","","Test Specific Comments","CHAR","200","","",""
"COVANCE","LTSTNAME","","Test Name","CHAR","30","","",""
"COVANCE","LUSHIRNG","","US High Range","CHAR","10","","",""
"COVANCE","LUSLORNG","","US Low Range","CHAR","10","","",""
"COVANCE","LUSRES","","US Result","CHAR","20","","",""
"COVANCE","LUSUNIT","","US Unit","CHAR","14","","",""
"COVANCE","LVISTYPE","","Visit Label","CHAR","25","","",""
"COVANCE","PAG_NAME","","Page Name","CHAR","8","","",""
"COVANCE","PATNO","","Patient Number","CHAR","8","","",""
"COVANCE","PROTOCOL","","Identifier for the protocol","CHAR","16","","",""
"COVANCE","RECTM","","Time Received","TIME","","","",""
"COVANCE","RPTTM","","Report Time","TIME","","","",""
"DATCNSNT","","DATCNSNT","Documentation of Screening DaTscan Imaging Consent","","","","",""
"DATCNSNT","CNO","DATCNSNT","Site Number","NUMBER","12","0","True","False"
"DATCNSNT","DATDOCCNSNT","DATCNSNT","Documentation of informed consent for the PPMI 2.0 Clinical study.","NUMBER","1","","False","False"
"DATCNSNT","EVENT_ID","DATCNSNT","Visit ID","CHAR","3","","True","False"
"DATCNSNT","INFODT","DATCNSNT","Assessment Date","DATE","","","True","False"
"DATCNSNT","LAST_UPDATE","DATCNSNT","Date of most recent update to record","DATE","","","True","False"
"DATCNSNT","ORIG_ENTRY","DATCNSNT","Date of original data entry","DATE","","","True","False"
"DATCNSNT","PAG_NAME","DATCNSNT","Page Name","CHAR","12","","True","False"
"DATCNSNT","PATNO","DATCNSNT","Participant ID","NUMBER","18","0","True","False"
"DATCNSNT","QUERY","DATCNSNT","Any open/pending queries on this record","NUMBER","1","","False","False"
"DATCNSNT","REC_ID","DATCNSNT","Record ID","CHAR","36","","True","True"
"DATSCAN","","DATSCAN","DaTscan Imaging","","","","",""
"DATSCAN","CNO","DATSCAN","Site Number","NUMBER","12","0","True","False"
"DATSCAN","DATSCAN","DATSCAN","DAT imaging and SPECT scan completed","NUMBER","12","0","False","False"
"DATSCAN","DATSCANCM","DATSCAN","DaTscan imaging scan not completed comment","CHAR","","","False","False"
"DATSCAN","EVENT_ID","DATSCAN","Visit ID","CHAR","3","","True","False"
"DATSCAN","INFODT","DATSCAN","Assessment Date","DATE","","","True","False"
"DATSCAN","LAST_UPDATE","DATSCAN","Date of most recent update to record","DATE","","","True","False"
"DATSCAN","ORIG_ENTRY","DATSCAN","Date of original data entry","DATE","","","True","False"
"DATSCAN","PAG_NAME","DATSCAN","Page Name","CHAR","12","","True","False"
"DATSCAN","PATNO","DATSCAN","Participant ID","NUMBER","18","0","True","False"
"DATSCAN","PREVDATDT","DATSCAN","Date of DaTscan imaging completed previously","DATE","","","False","False"
"DATSCAN","QUERY","DATSCAN","Any open/pending queries on this record","NUMBER","1","","False","False"
"DATSCAN","REC_ID","DATSCAN","Record ID","CHAR","36","","True","True"
"DATSCAN","SCNINJCT","","Scan injection","CHAR","1","","",""
"DATSCAN","SCNLOC","","Location scan was completed","CHAR","1","","",""
"DATSCAN","VSINTRPT","","Visual Interpretation Report","CHAR","1","","",""
"DATSCAN","VSRPTELG","","Visual Interpretation Rpt (eligible/not)","CHAR","1","","",""
"DATSCAN_ACQUISITION","","","DaTScan Metadata","","","","",""
"DATSCAN_ACQUISITION","08a_actual_dose_unit_E1_C2","","Total dose units","CHAR","3","","",""
"DATSCAN_ACQUISITION","08_actual_dose_injected_E1_C2","","Total dose injected","NUMBER","6","0","",""
"DATSCAN_ACQUISITION","DATSCAN_DATE","","Date of Scan Acquisition ","DATE","8","","",""
"DATSCAN_ACQUISITION","DATSCAN_DATE_INJECTED","","Date of Injection","DATE","8","","",""
"DATSCAN_ACQUISITION","DATSCAN_IMAGE_ACCEPTABLE","","Indication whether the images are acceptable for submission to image database determined by Image Quality Control","CHAR","","","",""
"DATSCAN_ACQUISITION","DATSCAN_QUALITY_RATING","","Overall Image Quality Rating determined by Image Quality Control","CHAR","1","","",""
"DATSCAN_ACQUISITION","DATSCAN_START_TIME","","SPECT Scan Start Time","CHAR","5","","",""
"DATSCAN_ACQUISITION","DATSCAN_TIME_INJECTED","","Time of Injection","CHAR","5","","",""
"DATSCAN_ACQUISITION","DATSCAN_TOTAL_DOSE_CALC","","Decay Corrected Total Dose in MBq","NUMBER","","2","",""
"DATSCAN_ACQUISITION","DATSCAN_TOTAL_DOSE_UNIT","","Decay Corrected Total Dose Unit","CHAR","3","","",""
"DATSCAN_ACQUISITION","EVENT_ID","","Visit Identifier","CHAR","","","",""
"DATSCAN_ACQUISITION","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"DATSCAN_ACQUISITION","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"DATSCAN_SBR","","","DaTScan Analysis","","","","",""
"DATSCAN_SBR","DATSCAN_ANALYZED","","Was the scan able to be analyzed?","CHAR","","","",""
"DATSCAN_SBR","DATSCAN_CAUDATE_L","","Striatal Binding Ratio of the Left Caudate Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"DATSCAN_SBR","DATSCAN_CAUDATE_R","","Striatal Binding Ratio of the Right Caudate Small brain region of interest  referenced to the Occipital Lobe ","NUMBER","4","2","",""
"DATSCAN_SBR","DATSCAN_DATE","","Date of Scan Acquisition ","DATE","8","","",""
"DATSCAN_SBR","DATSCAN_NOT_ANALYZED_REASON","","If DATSCAN_ANALYZED = No  the reason the scan was unable to be analyzed","CHAR","","","",""
"DATSCAN_SBR","DATSCAN_OTHER_SPECIFY","","If reason scan not analyzed is Ã¢â‚¬ËœOTHERÃ¢â‚¬â„¢  the other specify reason the scan was not analyzed","CHAR","","","",""
"DATSCAN_SBR","DATSCAN_PUTAMEN_L","","Striatal Binding Ratio of the Left Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"DATSCAN_SBR","DATSCAN_PUTAMEN_R","","Striatal Binding Ratio of the Right Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"DATSCAN_SBR","EVENT_ID","","Visit Identifier","CHAR","","","",""
"DATSCAN_SBR","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","6","","",""
"DATSCAN_SBR","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"DATSCAN_VI_RESULTS","","","DaTScan Visual Interpretation Results","","","","",""
"DATSCAN_VI_RESULTS","DATSCAN_DATE","","Date of Scan Acquisition ","DATE","8","","",""
"DATSCAN_VI_RESULTS","DATSCAN_VISINTRP","","Overall Majority Read Visual Interpretation Result","CHAR","8","","",""
"DATSCAN_VI_RESULTS","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"DATSCAN_VI_RESULTS","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"DTIROI","","","DTI Regions of Interest","","","","",""
"DTIROI","IMAGE_ID","","LONI image UID","NUMBER","","0","",""
"DTIROI","INFODT","","Event Date","DATE","","","",""
"DTIROI","Measure","","DTI Measure","CHAR","","","",""
"DTIROI","PAG_NAME","","Page Name","CHAR","","","",""
"DTIROI","PATNO","","Patient Number","CHAR","8","","",""
"DTIROI","REF1","","Left Reference","NUMBER","","0","",""
"DTIROI","REF2","","Right Reference","NUMBER","","0","",""
"DTIROI","ROI1","","Left Rostral","NUMBER","","0","",""
"DTIROI","ROI2","","Left Middle","NUMBER","","0","",""
"DTIROI","ROI3","","Left Caudal","NUMBER","","0","",""
"DTIROI","ROI4","","Right Rostral","NUMBER","","0","",""
"DTIROI","ROI5","","Right Middle","NUMBER","","0","",""
"DTIROI","ROI6","","Right Caudal","NUMBER","","0","",""
"DTIROI","RUNDATE","","Run Date","DATE","","","",""
"DTIROI","Tissue","","Brain tissue being measured","CHAR","","","",""
"DTRMFALL","","DTRMFALL","Determination of Freezing and Falls","","","","",""
"DTRMFALL","CNO","DTRMFALL","Site Number","NUMBER","12","0","True","False"
"DTRMFALL","EVENT_ID","DTRMFALL","Visit ID","CHAR","3","","True","False"
"DTRMFALL","FLLDRVIS","DTRMFALL","Fall resulted in outpatient visit to a healthcare provider","NUMBER","1","","False","False"
"DTRMFALL","FLLERVIS","DTRMFALL","Fall resulted in ER visit","NUMBER","1","","False","False"
"DTRMFALL","FLLHOSP","DTRMFALL","Fall resulted in hospitalization","NUMBER","1","","False","False"
"DTRMFALL","FLLINST","DTRMFALL","Fall resulted in institutionalization","NUMBER","1","","False","False"
"DTRMFALL","FLLSURG","DTRMFALL","Fall resulted in surgery","NUMBER","1","","False","False"
"DTRMFALL","FLNFR12M","DTRMFALL","Falls not rel to freezing past 12 months","NUMBER","12","0","False","False"
"DTRMFALL","FLNFR1W","DTRMFALL","Participant currently experiencing falls not related to freezing","NUMBER","12","0","False","False"
"DTRMFALL","FRZGT12M","DTRMFALL","Freezing of gait in past 12 months","NUMBER","12","0","False","False"
"DTRMFALL","FRZGT1W","DTRMFALL","Participant currently experiencing freezing of gait","NUMBER","12","0","False","False"
"DTRMFALL","HINJLOC2","DTRMFALL","Head injury with loss of consciousness","NUMBER","1","","False","False"
"DTRMFALL","HINJNOLC","DTRMFALL","Head injury without loss of consciousness","NUMBER","1","","False","False"
"DTRMFALL","INFODT","DTRMFALL","Assessment Date","DATE","","","True","False"
"DTRMFALL","INJFRHIP","DTRMFALL","Fracture of hip or lower limb","NUMBER","1","","False","False"
"DTRMFALL","INJFROTH","DTRMFALL","Other fracture","NUMBER","1","","False","False"
"DTRMFALL","INJFRSKL","DTRMFALL","Skull fracture","NUMBER","1","","False","False"
"DTRMFALL","INJFRUE","DTRMFALL","Fracture of upper extremity","NUMBER","1","","False","False"
"DTRMFALL","INJOTH","DTRMFALL","Other Injury","NUMBER","1","","False","False"
"DTRMFALL","INJOTHCM","DTRMFALL","Other injury comment","CHAR","","","False","False"
"DTRMFALL","INJSTCH","DTRMFALL","Laceration requiring sutures (stitches)","NUMBER","1","","False","False"
"DTRMFALL","LAST_UPDATE","DTRMFALL","Date of most recent update to record","DATE","","","True","False"
"DTRMFALL","ORIG_ENTRY","DTRMFALL","Date of original data entry","DATE","","","True","False"
"DTRMFALL","OTHFRCM","DTRMFALL","Other fracture comment","CHAR","","","False","False"
"DTRMFALL","PAG_NAME","DTRMFALL","Page Name","CHAR","12","","True","False"
"DTRMFALL","PATNO","DTRMFALL","Participant ID","NUMBER","18","0","True","False"
"DTRMFALL","PTCGBOTH","DTRMFALL","Source of Information","NUMBER","12","0","False","False"
"DTRMFALL","QUERY","DTRMFALL","Any open/pending queries on this record","NUMBER","1","","False","False"
"DTRMFALL","REC_ID","DTRMFALL","Record ID","CHAR","36","","True","True"
"EKG","","EKG","Early Imaging ECG","","","","",""
"EKG","CNO","EKG","Site Number","NUMBER","12","0","True","False"
"EKG","EKGCSCM","EKG","EKG Abnormal, clinically significant comment","CHAR","","","False","False"
"EKG","EKGPERF","EKG","EKG performed","NUMBER","1","","False","False"
"EKG","EKGRSLT","EKG","EKG results interpretation","NUMBER","12","0","False","False"
"EKG","EKGTM","EKG","Time of ECG","TIME","","","False","False"
"EKG","EVENT_ID","EKG","Visit ID","CHAR","3","","True","False"
"EKG","HR","EKG","Heart Rate (bpm)","NUMBER","12","0","False","False"
"EKG","INFODT","EKG","Assessment Date","DATE","","","True","False"
"EKG","LAST_UPDATE","EKG","Date of most recent update to record","DATE","","","True","False"
"EKG","ORIG_ENTRY","EKG","Date of original data entry","DATE","","","True","False"
"EKG","PAG_NAME","EKG","Page Name","CHAR","12","","True","False"
"EKG","PATNO","EKG","Participant ID","NUMBER","18","0","True","False"
"EKG","PRINTRVL","EKG","PR Interval (msec)","NUMBER","12","0","False","False"
"EKG","QRS","EKG","QRS Duration (msec)","NUMBER","12","0","False","False"
"EKG","QTC","EKG","QTc (msec)","NUMBER","12","0","False","False"
"EKG","QTCB","","QTCB","NUMBER","3","0","",""
"EKG","QTCF","","QTCF","NUMBER","3","0","",""
"EKG","QTINTRVL","EKG","QT Interval (msec)","NUMBER","12","0","False","False"
"EKG","QUERY","EKG","Any open/pending queries on this record","NUMBER","1","","False","False"
"EKG","REC_ID","EKG","Record ID","CHAR","36","","True","True"
"EPWORTH","","EPWORTH","Epworth Sleepiness Scale","","","","",""
"EPWORTH","CNO","EPWORTH","Site Number","NUMBER","12","0","True","False"
"EPWORTH","ESS1","EPWORTH","Sitting and reading","NUMBER","12","0","False","False"
"EPWORTH","ESS2","EPWORTH","Watching TV","NUMBER","12","0","False","False"
"EPWORTH","ESS3","EPWORTH","Sitting, inactive in a public place","NUMBER","12","0","False","False"
"EPWORTH","ESS4","EPWORTH","As a passenger in a car for an hour","NUMBER","12","0","False","False"
"EPWORTH","ESS5","EPWORTH","Lying down to rest in the afternoon","NUMBER","12","0","False","False"
"EPWORTH","ESS6","EPWORTH","Sitting and talking to someone","NUMBER","12","0","False","False"
"EPWORTH","ESS7","EPWORTH","Sitting quietly after lunch","NUMBER","12","0","False","False"
"EPWORTH","ESS8","EPWORTH","In a car, while stopped in traffic","NUMBER","12","0","False","False"
"EPWORTH","EVENT_ID","EPWORTH","Visit ID","CHAR","3","","True","False"
"EPWORTH","INFODT","EPWORTH","Assessment Date","DATE","","","True","False"
"EPWORTH","LAST_UPDATE","EPWORTH","Date of most recent update to record","DATE","","","True","False"
"EPWORTH","ORIG_ENTRY","EPWORTH","Date of original data entry","DATE","","","True","False"
